age,workclass,fnlwgt,education,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
4,3,80467,1,2,2,1,0,0,0,0,1,0,0
1,7,407672,2,2,1,5,0,0,0,0,1,0,0
2,7,243425,1,2,2,4,0,0,0,0,2,1,0
3,7,174964,0,1,5,2,0,1,0,0,3,0,0
2,7,347491,3,1,4,2,0,1,0,0,2,0,1
2,7,146161,3,1,5,2,0,1,0,0,2,0,1
1,7,449432,2,0,8,1,0,1,0,0,1,0,0
0,7,175499,0,0,5,1,0,0,0,0,1,0,0
2,7,288825,1,2,1,3,0,1,0,1,3,0,0
1,6,134813,4,0,5,1,0,1,0,0,2,0,0
2,6,190401,4,1,5,2,0,1,0,0,1,0,0
1,7,260617,0,1,7,2,0,1,0,0,1,0,0
2,7,45604,1,1,4,2,0,1,0,0,2,0,0
4,7,67841,1,1,6,2,0,1,0,0,1,0,1
2,6,244522,4,1,5,2,0,1,0,1,2,0,1
0,7,430471,0,0,6,1,0,1,0,0,1,0,0
3,7,194698,1,1,10,2,0,1,0,0,2,0,0
2,7,94235,3,0,1,5,0,1,0,0,1,0,0
4,7,188330,1,1,2,2,0,1,0,0,3,0,0
4,6,146181,0,1,10,2,4,1,0,0,1,0,0
1,7,177125,2,0,6,3,0,1,0,0,0,0,0
1,2,68330,2,1,3,2,0,1,0,0,2,0,0
3,7,95636,2,2,6,3,0,1,0,0,2,0,0
2,7,238329,3,0,3,3,0,0,0,0,2,0,0
4,7,416129,0,1,2,3,0,1,0,0,1,1,0
1,7,285004,3,0,3,3,1,1,0,0,2,1,0
7,7,256514,3,2,5,4,0,0,1,0,0,0,0
1,7,186294,1,0,8,3,0,0,0,0,2,0,0
3,7,188786,2,2,10,3,0,1,0,0,2,0,0
2,5,31352,2,2,12,5,2,0,0,0,1,0,1
1,7,197613,2,0,2,3,0,0,0,0,1,0,0
2,6,161942,3,0,8,3,0,0,1,0,1,0,0
2,7,275438,2,1,5,2,0,1,1,0,1,0,1
5,7,361721,2,1,10,2,0,1,0,0,0,0,0
3,7,144968,1,0,0,1,0,1,0,0,0,0,0
1,7,190539,3,0,3,3,0,1,1,0,2,0,0
1,7,178037,1,1,10,2,0,1,0,0,1,0,0
4,7,306985,2,2,8,3,0,0,0,0,1,0,0
3,7,87928,1,1,8,2,0,1,0,0,1,0,1
3,7,242619,2,1,7,2,0,1,0,0,1,0,0
1,7,154165,0,2,2,1,0,0,0,0,1,0,0
1,7,511331,3,0,3,3,0,1,0,0,1,0,0
5,6,221026,1,1,10,2,0,1,0,0,0,0,0
4,3,222182,1,1,4,2,4,1,0,0,2,0,0
2,3,126569,4,1,5,2,0,1,1,0,2,0,1
1,7,202344,3,0,5,1,0,0,0,0,1,0,0
0,7,190423,2,0,2,3,0,0,0,0,0,0,0
1,7,238917,0,0,1,5,0,1,0,0,1,1,0
3,7,221947,2,1,4,2,0,1,0,1,2,0,1
2,2,37997,2,1,9,2,0,1,0,0,2,0,0
4,7,147098,1,1,1,2,0,1,0,0,2,0,1
2,7,278253,1,2,8,5,0,0,0,0,2,0,0
1,7,195411,1,0,8,5,4,0,0,0,1,0,0
3,7,76196,3,1,4,2,0,1,0,0,2,0,0
3,7,120131,2,1,1,2,0,1,0,1,1,0,1
0,3,186014,2,0,8,1,0,0,0,0,0,1,0
1,7,205903,1,0,2,1,0,1,0,0,1,0,0
3,5,125405,1,1,12,2,0,1,0,0,1,0,0
1,7,219838,0,2,7,3,0,1,0,0,1,0,0
1,5,19395,2,0,8,3,0,0,0,0,1,0,0
2,7,223327,1,1,4,2,0,1,0,0,1,0,1
4,7,114062,1,2,1,5,0,0,0,0,1,0,0
2,7,95654,3,1,5,0,0,0,0,0,2,1,1
2,7,177305,1,1,1,2,0,1,0,0,2,0,0
5,7,299616,2,1,5,2,0,1,0,0,1,0,0
5,3,117681,2,1,9,2,0,1,0,0,1,0,0
1,7,237651,2,0,2,1,0,1,0,0,1,0,0
2,5,150570,1,2,8,3,0,1,0,0,1,0,0
3,5,106705,2,2,5,5,0,0,1,0,2,0,0
0,7,174714,2,0,5,1,0,1,0,0,0,0,0
3,2,175958,3,0,3,3,0,1,1,0,2,0,0
2,7,144064,4,1,5,2,0,1,0,0,2,0,1
5,7,107112,0,0,5,4,4,1,0,0,1,0,0
0,7,54152,2,0,8,1,0,0,0,0,1,0,0
1,7,152951,1,2,6,3,0,1,0,0,1,0,0
3,7,190487,1,2,11,5,0,0,0,0,1,1,0
1,7,306666,2,1,3,2,4,1,0,0,2,0,0
2,7,195148,1,1,1,1,0,1,1,0,1,0,0
2,3,226624,0,1,1,2,0,1,0,0,2,0,0
3,7,157569,1,1,1,2,0,1,0,0,1,0,0
1,5,22966,2,2,0,5,0,1,0,0,0,0,0
4,7,379682,2,1,2,0,0,0,0,0,0,0,1
1,7,446559,2,1,4,0,0,0,0,0,2,0,0
0,7,41794,0,0,2,1,0,0,0,0,0,0,0
2,6,90409,2,1,4,2,0,1,0,0,1,0,0
1,7,125491,2,0,2,3,1,0,0,0,1,1,0
1,7,129661,2,1,5,0,2,0,0,0,1,0,1
4,3,104748,0,1,3,2,0,1,0,0,3,0,0
3,6,169182,1,2,2,5,0,0,0,0,2,1,0
3,7,324655,4,1,0,2,0,1,0,1,1,0,1
1,7,122272,3,0,9,1,0,0,0,0,1,0,0
0,7,114798,0,0,5,1,0,0,0,0,0,0,0
3,2,289707,1,2,2,3,0,1,0,0,2,0,0
4,6,137691,1,1,1,2,0,1,0,0,1,0,1
3,7,84610,3,1,4,2,0,1,0,1,2,0,1
3,7,166789,1,1,8,2,0,1,0,0,1,0,0
2,6,348728,3,0,5,3,0,0,0,0,1,0,0
1,7,348092,1,0,10,1,4,1,0,0,1,1,0
5,7,154526,2,2,2,3,0,0,0,0,1,0,0
5,7,288371,1,1,3,2,0,1,0,0,1,1,1
1,7,182342,1,0,1,3,0,1,0,0,1,0,0
1,7,244366,3,0,5,1,0,1,0,0,1,0,0
5,7,102423,2,1,8,2,0,1,0,0,1,0,0
1,7,259688,0,1,1,2,0,1,0,0,2,0,0
1,7,98733,2,2,7,5,0,0,0,0,0,0,0
2,7,174856,1,1,10,2,0,1,1,0,1,0,0
5,3,141797,0,1,4,2,0,1,0,0,1,0,0
1,7,327202,0,0,1,3,4,1,0,0,1,0,0
1,7,76996,2,0,7,3,4,0,0,0,1,0,0
2,7,260560,1,1,7,2,0,1,0,0,1,0,0
1,7,370990,2,0,3,1,0,1,0,0,1,0,0
0,7,129010,0,0,1,1,0,1,0,0,0,0,0
1,7,452640,1,0,1,3,0,1,0,0,1,0,0
6,2,120796,0,1,5,2,0,1,0,0,1,0,0
4,4,45334,2,1,12,2,1,1,0,0,3,0,0
1,7,229523,1,1,7,0,0,0,0,0,2,0,0
0,7,127388,0,0,2,3,0,0,0,0,1,0,0
0,7,395567,0,0,5,1,0,1,0,0,1,0,0
2,7,119422,2,1,7,2,0,1,0,1,2,0,0
4,7,193895,1,2,4,3,0,0,0,0,1,0,0
4,7,163083,3,2,4,3,0,1,1,0,2,0,1
2,3,155343,2,0,9,3,0,1,0,0,3,0,0
1,7,73895,1,0,2,1,0,0,0,0,0,0,0
3,7,107682,1,2,7,3,0,0,0,0,0,0,0
5,7,321166,3,2,3,3,0,0,0,0,0,0,0
3,6,154940,4,0,5,3,0,0,0,0,2,0,1
1,7,103700,2,0,0,1,0,0,0,0,1,0,0
2,7,63509,2,1,5,2,0,1,0,0,2,0,1
1,7,243842,1,1,9,2,0,1,0,0,1,0,0
4,7,187221,0,0,5,3,0,0,0,0,1,0,0
1,7,58597,1,0,7,1,0,1,0,0,2,0,0
3,3,190290,1,2,1,3,0,1,0,0,1,0,0
4,7,158352,4,0,5,3,0,0,1,0,1,0,1
2,7,62165,2,0,3,4,4,1,0,0,1,0,0
0,7,307149,2,0,5,1,0,0,0,0,1,0,0
1,7,280134,0,0,3,3,0,1,0,0,2,1,0
1,7,118736,3,0,5,3,0,0,0,0,0,0,0
1,7,171114,1,0,8,3,0,0,0,0,2,0,0
2,7,169638,2,2,3,5,0,0,0,0,1,0,0
3,7,125461,2,2,1,3,0,1,0,0,1,0,1
2,7,145434,0,0,1,1,0,1,0,0,1,0,0
0,7,152182,2,0,2,1,0,0,0,0,1,0,0
1,2,233724,1,2,8,3,0,1,0,0,1,0,0
2,7,153963,1,2,2,5,0,0,0,0,1,0,0
4,6,88120,1,0,2,3,4,1,0,0,1,0,0
2,7,96330,2,2,8,5,4,0,0,0,1,0,0
3,6,66118,2,1,10,0,0,0,0,0,1,0,0
1,7,182178,2,1,1,2,0,1,1,0,1,0,0
2,3,53628,2,2,4,5,0,1,0,0,1,0,0
4,7,174865,0,1,4,2,0,1,0,0,2,0,1
1,7,66194,3,0,5,3,0,0,0,0,2,1,0
2,7,73796,2,2,4,5,0,0,0,0,1,0,0
1,5,28366,3,0,5,3,0,1,0,0,1,0,0
6,3,231741,4,1,5,2,0,1,1,0,0,0,0
1,7,237865,4,0,10,1,4,1,0,0,1,0,0
5,7,195453,1,1,4,2,0,1,0,0,2,0,1
1,7,116934,2,2,3,5,0,0,0,0,2,0,0
1,7,87867,0,0,5,3,0,1,0,0,1,0,0
2,7,456399,2,0,5,3,0,1,0,0,1,0,0
3,7,263608,2,2,1,1,0,1,0,0,1,0,0
1,7,263498,0,0,1,3,0,1,0,0,1,0,0
3,3,183765,2,1,3,2,0,1,0,0,1,0,0
1,4,469705,1,0,1,3,4,1,0,1,1,0,0
2,6,113253,3,1,5,0,0,0,0,0,2,0,1
0,7,138768,1,0,6,1,0,1,0,0,1,0,0
4,7,302146,0,0,2,3,4,0,0,0,1,0,0
5,7,253866,3,1,3,2,0,1,0,0,1,0,0
1,4,214858,1,0,7,1,0,1,0,0,2,0,0
3,7,243476,1,2,0,3,0,0,0,0,1,0,0
2,7,169104,2,2,1,3,0,1,0,0,1,0,0
3,7,103218,1,2,8,5,4,0,0,0,1,0,0
3,7,57233,3,0,6,3,0,1,0,0,1,0,0
3,7,228320,1,1,0,2,0,1,0,0,2,0,1
0,7,217421,1,1,8,4,0,0,0,0,1,0,0
3,7,185041,1,1,1,2,0,1,0,0,3,0,1
1,3,37302,2,1,10,2,0,1,1,0,3,0,1
2,7,261059,2,0,2,3,0,1,0,0,2,0,0
3,7,59767,2,2,3,3,0,1,0,0,2,0,0
1,7,333541,1,0,2,3,0,1,0,0,1,0,0
0,7,133352,2,0,8,1,1,0,0,0,1,1,0
2,7,99270,1,1,9,0,0,0,0,0,1,0,0
3,7,204629,3,1,4,2,0,1,0,0,1,0,1
2,7,34104,1,1,4,2,0,1,1,0,2,0,1
2,7,312667,3,1,5,2,0,1,1,0,2,0,1
3,7,329603,3,1,1,2,0,1,0,1,1,0,1
2,7,281021,1,0,10,3,0,1,0,0,2,0,0
1,7,275385,2,0,2,4,0,1,0,0,1,0,0
4,4,129177,1,2,8,3,0,0,0,0,1,0,0
3,7,385591,1,1,4,2,0,1,0,0,2,0,1
1,7,201179,2,0,5,1,0,1,0,0,1,0,0
6,7,38360,1,2,2,5,0,0,0,0,0,0,0
1,6,73796,3,2,5,3,0,0,0,0,1,0,0
3,7,67671,2,1,6,2,0,1,0,0,1,0,0
1,7,257621,3,0,3,3,0,0,0,0,2,0,0
1,7,180052,2,0,3,1,0,1,0,0,0,0,0
4,7,656036,3,2,8,5,0,1,0,0,2,0,0
3,7,215943,1,2,5,5,0,0,0,0,1,0,0
1,7,488720,2,1,6,2,0,1,0,0,1,1,0
5,4,199298,0,2,2,5,0,0,0,0,1,1,0
2,7,305692,2,1,3,0,4,0,0,0,1,0,0
5,7,114994,1,1,2,2,0,1,0,0,0,0,0
3,7,88265,1,0,7,1,0,0,0,0,1,0,0
4,7,168569,1,1,7,2,0,1,0,1,1,0,1
2,7,175413,1,0,8,4,4,0,0,0,1,1,0
3,7,161226,3,1,7,2,2,1,0,0,1,0,0
5,7,160995,0,2,5,3,0,0,1,0,0,0,0
1,7,208598,2,0,3,3,0,1,0,0,2,0,0
3,3,200471,1,1,1,2,0,1,0,0,1,0,0
2,7,256609,0,1,7,2,0,1,0,0,1,1,0
3,7,176684,2,0,4,5,0,0,0,0,1,0,0
2,7,206512,2,2,5,3,0,1,0,0,1,0,0
1,7,212640,4,0,5,3,0,0,0,0,3,0,0
3,7,148724,1,1,3,2,4,1,0,0,1,0,0
3,7,266510,1,0,2,1,0,1,0,0,1,0,0
2,6,240252,4,1,4,2,0,1,0,0,1,0,1
1,7,358975,1,0,2,3,0,0,0,0,1,0,0
0,7,124242,2,0,5,1,0,0,0,0,1,0,0
1,7,434710,2,0,3,3,0,0,0,0,0,0,0
1,7,204338,1,0,9,5,0,1,0,0,1,0,0
3,7,241844,0,1,2,2,0,1,0,0,1,0,0
2,7,191342,0,1,1,2,1,1,0,0,1,1,0
3,7,221947,2,1,1,2,0,1,0,0,2,0,1
3,7,111483,1,0,8,1,0,1,0,1,2,0,0
1,7,65278,1,1,0,2,0,1,0,0,1,0,1
4,7,133403,2,1,7,2,0,1,0,0,1,0,0
2,3,166416,1,1,9,2,0,1,0,0,3,0,0
4,7,142158,1,2,5,3,0,0,0,0,0,0,0
1,7,221480,2,0,0,1,0,0,0,0,1,1,0
2,3,189878,4,1,3,2,0,1,0,0,1,0,1
2,7,278403,4,1,5,2,0,1,0,0,3,0,1
0,7,184710,2,0,1,1,0,1,0,0,0,0,0
3,7,177775,1,2,4,3,0,0,0,0,1,0,0
4,7,275943,2,1,5,2,0,1,0,0,1,1,0
5,3,225473,2,2,1,3,0,0,0,0,1,0,0
2,7,289403,3,2,8,5,4,1,0,0,1,0,0
1,7,269060,1,0,8,3,0,0,0,0,1,0,0
3,7,449354,2,1,4,2,0,1,0,0,1,0,0
1,7,214413,2,0,1,1,0,1,0,0,1,0,0
2,7,80058,1,1,8,2,0,1,0,0,1,0,0
2,7,202027,3,2,4,3,0,1,1,0,2,0,1
1,3,123440,2,0,1,3,0,1,0,0,2,0,0
2,7,191524,2,2,5,1,0,0,0,0,1,0,0
1,7,308144,3,0,1,3,0,1,0,0,1,1,0
5,7,164204,0,1,10,2,0,1,0,0,2,0,0
3,7,205100,2,1,4,2,0,1,0,0,2,0,1
1,7,195750,1,0,6,1,0,1,0,0,1,0,0
5,7,149756,2,2,4,3,0,1,0,0,1,0,1
4,6,240358,1,1,12,2,0,1,0,0,1,0,1
5,3,241174,0,1,4,2,0,1,0,0,0,0,0
2,7,356838,4,1,5,2,0,1,0,0,2,1,0
1,2,115705,2,0,4,3,0,1,0,0,2,0,0
3,6,137142,2,1,3,2,0,1,0,0,1,0,0
3,7,296066,2,1,5,2,0,1,0,0,1,0,0
1,7,401335,2,0,2,5,4,0,0,0,1,0,0
2,7,182771,3,0,5,1,1,1,0,0,3,1,0
2,2,186824,4,1,5,2,0,1,1,0,1,0,1
3,4,162187,3,1,5,2,0,1,0,0,1,0,1
1,7,98010,2,2,8,1,0,0,0,0,1,0,0
2,7,172538,1,1,1,2,0,1,0,0,2,0,1
0,7,80163,2,0,3,1,0,0,0,0,0,0,0
2,6,43959,4,1,5,2,0,1,1,0,2,0,1
4,7,162632,1,1,10,2,0,1,1,0,2,0,1
4,3,115422,1,1,4,2,0,1,0,0,1,0,0
4,7,100933,1,0,8,5,0,0,0,0,1,0,0
1,7,270379,1,0,4,5,4,0,0,0,1,0,0
2,7,20109,2,2,6,3,2,0,0,0,3,0,0
4,7,114758,4,1,4,2,0,1,1,0,3,0,1
1,7,100345,1,0,6,1,0,1,0,0,1,0,0
2,7,184901,1,1,7,2,0,1,0,0,1,0,1
1,7,87239,1,2,10,3,0,1,0,0,2,0,0
5,7,127363,2,1,5,0,0,0,0,0,0,0,0
4,4,199720,4,1,5,2,0,1,1,0,2,1,1
2,7,143058,0,1,1,2,0,1,0,0,2,0,0
3,4,36489,2,2,4,5,0,1,0,0,1,0,0
1,7,141698,1,0,1,1,0,1,0,0,1,0,0
2,4,26358,2,0,8,3,0,0,0,0,1,0,0
1,7,195532,3,0,5,3,0,0,1,0,1,0,1
1,7,30039,2,0,5,1,0,1,0,0,1,0,0
1,7,125159,2,1,6,2,4,1,0,0,1,1,0
0,7,246250,2,0,1,3,0,0,0,0,1,0,0
3,4,77370,1,1,10,2,0,1,0,0,1,0,0
1,7,355569,2,0,4,5,0,0,0,0,2,0,0
2,7,180603,3,1,3,2,0,1,0,0,1,0,1
3,7,201785,4,1,3,2,0,1,0,0,2,0,1
2,7,256211,1,1,7,2,1,1,0,0,1,1,0
1,7,146764,2,1,4,0,0,0,0,0,1,0,1
1,7,211968,2,0,5,1,0,0,0,0,1,1,0
1,7,200515,2,1,7,2,0,1,0,0,1,0,0
1,7,52636,1,1,10,2,0,1,0,0,1,0,0
0,7,27049,2,0,4,1,0,0,0,0,0,0,0
2,7,111128,0,0,8,1,0,1,0,0,1,0,0
2,3,348038,3,1,5,2,0,1,0,1,2,1,1
2,7,93930,1,0,1,3,0,1,0,0,2,0,0
5,7,397831,2,1,4,2,0,1,0,1,1,0,0
3,7,33794,2,1,5,2,0,1,0,0,0,0,0
3,7,178215,0,1,7,0,0,0,0,0,1,0,1
0,6,191910,0,0,3,1,0,1,0,0,0,0,0
2,7,340110,3,1,4,2,0,1,0,1,3,0,1
3,3,133694,3,2,4,3,4,1,0,0,1,1,1
3,7,148398,1,2,7,3,4,0,0,0,1,0,0
0,7,133515,2,0,3,4,0,0,0,0,1,0,0
1,7,181667,1,1,7,2,0,1,1,0,2,1,0
5,7,159715,2,1,1,2,0,1,0,0,0,0,0
4,4,174040,2,2,1,3,4,1,0,0,1,0,0
4,7,117700,1,2,8,3,0,0,0,0,1,0,0
1,7,37215,1,1,1,2,0,1,0,0,2,0,0
2,2,46807,1,1,1,2,0,1,1,0,1,0,1
3,3,317360,3,1,5,0,0,0,0,0,0,0,1
1,7,425627,2,0,1,4,0,1,0,0,1,1,0
2,7,82623,1,1,2,2,0,1,0,0,0,0,0
0,7,63574,2,0,5,1,0,1,0,0,2,0,0
2,7,140854,1,0,5,3,0,1,0,0,2,0,0
1,7,185061,0,0,6,4,0,1,0,0,1,0,0
0,7,160118,0,0,3,3,0,0,0,0,0,0,0
4,7,282680,3,0,5,3,0,0,0,0,2,0,0
1,7,137591,2,0,3,1,0,1,0,1,1,0,0
1,7,198163,1,0,4,1,0,0,0,0,1,0,0
1,7,132749,0,2,2,5,0,0,0,0,0,0,0
3,6,31264,2,1,4,0,0,0,1,0,1,0,1
1,7,399449,3,0,3,1,0,0,0,0,1,0,0
2,7,27494,2,1,3,2,1,1,0,0,2,1,0
3,7,368561,2,1,1,2,0,1,0,0,1,0,1
3,7,102096,3,1,4,2,0,1,0,0,1,0,1
0,7,406078,2,0,8,1,0,0,0,0,1,0,0
4,2,100506,2,1,3,2,0,1,1,0,2,0,1
4,7,29658,1,1,8,2,0,1,0,0,1,0,0
0,7,20469,1,0,5,4,1,0,0,0,0,1,0
4,7,181953,1,1,10,2,0,1,0,0,1,0,0
3,7,304175,4,1,5,2,0,1,0,0,2,0,1
1,7,170070,2,2,2,1,0,0,0,0,1,0,0
0,7,193416,2,0,5,1,0,0,0,0,1,0,0
4,7,194908,1,0,8,3,0,0,0,0,1,0,0
2,3,357962,0,2,1,3,0,1,0,0,1,0,0
1,7,214716,2,0,8,1,0,0,0,0,0,0,0
2,2,207578,1,1,8,2,0,1,0,0,2,0,1
4,7,146409,2,2,4,5,0,0,0,0,1,0,0
2,7,341643,3,0,2,4,0,1,0,0,2,0,0
4,7,131631,0,2,7,5,4,1,0,0,1,0,0
4,7,88842,1,1,4,2,0,1,1,0,1,0,1
4,7,128900,2,2,5,3,4,0,0,0,1,0,0
2,7,417136,1,2,1,5,4,1,0,0,1,0,0
3,3,336763,2,2,3,5,0,0,0,1,2,0,0
1,7,209301,3,1,1,2,0,1,0,0,1,1,0
1,7,120986,1,1,10,2,2,1,0,0,3,0,0
1,7,51025,1,0,2,3,0,0,0,0,1,0,0
4,7,218281,3,1,8,2,0,1,0,0,1,1,0
5,7,114994,1,1,6,2,0,1,0,0,0,0,0
4,7,335481,1,1,8,0,4,0,0,0,1,0,0
1,7,174503,1,0,8,3,0,0,0,0,1,0,0
2,3,230478,2,2,4,3,0,1,0,0,1,0,0
4,5,149650,4,1,5,2,0,1,0,0,1,1,1
2,7,149419,2,0,0,3,0,1,0,0,2,0,0
2,7,341539,2,2,5,3,0,0,0,0,1,0,0
2,7,185099,1,1,4,2,0,1,0,0,1,0,0
4,7,132930,4,0,5,3,0,0,0,0,2,0,1
5,7,128472,4,1,5,2,0,1,0,0,2,0,1
1,7,124971,1,0,3,3,0,1,0,0,1,0,0
2,2,344060,4,1,5,2,0,1,0,0,2,0,1
3,2,286750,4,1,5,2,4,1,0,0,3,0,1
2,7,296999,3,0,4,3,0,0,0,0,3,0,0
3,7,123681,1,1,3,2,0,1,0,0,1,0,1
0,7,232024,0,0,7,1,0,1,0,0,2,0,0
4,6,52267,4,1,4,2,0,1,0,0,2,0,1
3,7,119182,1,2,2,3,4,0,0,0,1,0,0
1,7,191230,2,0,4,1,0,0,0,0,1,1,0
4,4,23780,2,2,8,3,0,1,0,0,1,0,0
4,7,184553,0,2,1,3,0,1,0,0,2,0,0
1,2,242651,2,0,3,3,0,1,0,0,2,0,0
0,7,246226,1,0,1,3,0,0,0,0,1,0,0
1,2,86745,3,0,8,1,1,0,0,0,1,0,0
1,7,106889,1,1,8,0,0,0,0,0,1,0,0
1,7,460835,1,0,3,4,0,1,0,0,2,0,0
3,3,213140,0,1,1,2,0,1,0,0,1,1,0
2,5,37070,4,1,5,2,0,1,0,0,2,1,0
2,5,93589,1,2,12,1,3,1,0,0,1,0,0
1,3,213258,1,2,9,5,0,1,0,0,3,0,0
2,5,46814,3,0,5,3,0,1,0,0,1,0,0
1,7,168873,2,2,5,5,0,0,0,0,1,0,0
0,7,284737,2,0,2,1,0,1,0,0,0,0,0
1,7,309620,2,1,3,2,3,1,0,0,2,0,0
3,7,197418,1,2,8,5,0,0,0,0,0,0,0
6,7,132737,0,0,5,3,0,1,0,0,0,0,0
3,7,185041,4,1,4,2,0,1,0,1,1,0,1
4,7,159604,2,1,5,0,0,0,0,0,1,0,1
2,7,123557,2,1,3,2,0,1,0,0,1,0,0
1,7,275421,2,0,7,1,0,0,0,0,1,0,0
0,7,167147,0,0,3,1,0,1,0,0,1,0,0
3,7,197583,0,1,10,2,4,1,0,0,1,0,1
3,7,175109,1,1,8,2,0,1,0,1,1,0,1
3,7,117502,1,1,8,0,0,0,0,0,1,0,0
5,7,180401,0,1,10,2,0,1,0,0,1,0,1
3,3,146603,4,1,5,2,0,1,0,0,1,0,1
4,5,143822,4,1,5,2,0,1,0,0,1,0,1
1,7,51985,1,0,1,3,0,1,0,0,1,0,0
1,5,48121,2,1,2,2,0,1,0,0,1,0,0
2,7,234807,3,2,4,5,0,0,1,0,2,0,1
2,4,65324,4,0,5,3,0,1,0,0,2,0,1
1,7,302149,3,1,3,2,1,1,0,0,1,1,0
1,7,168403,3,0,5,3,0,1,0,1,1,0,0
1,7,159897,2,0,4,5,4,0,0,0,1,0,0
3,7,416338,3,0,3,3,0,1,0,0,2,0,0
4,7,370615,1,2,8,5,0,0,0,0,2,0,0
1,7,219371,1,2,8,5,0,0,0,0,1,1,0
4,7,120970,0,1,1,2,4,1,0,0,1,0,1
0,7,22966,2,0,2,1,0,1,0,0,0,1,0
1,7,34541,2,0,5,3,0,0,0,0,1,1,0
1,7,191027,2,2,2,3,0,1,0,0,1,0,0
1,7,107458,3,0,3,3,0,1,0,0,2,0,0
4,7,121832,0,1,3,2,0,1,0,0,1,0,1
2,6,233825,3,1,5,0,0,0,1,0,2,0,1
1,7,73839,0,2,3,1,0,0,0,0,1,0,0
1,7,109165,2,1,1,2,0,1,0,0,2,0,0
3,5,103063,3,1,4,2,0,1,0,0,1,0,1
3,3,29762,2,1,9,2,0,1,1,0,3,0,0
3,7,111979,0,1,1,2,0,1,0,0,2,0,0
2,7,150125,2,2,2,5,4,0,0,0,1,0,0
1,7,301853,2,0,5,1,0,1,0,0,1,0,0
2,7,296738,0,2,5,3,0,0,1,0,2,0,0
2,7,118001,1,0,6,3,4,1,0,0,1,0,0
3,7,149337,3,1,4,2,0,1,0,0,1,0,1
1,7,36601,3,0,5,3,0,0,0,0,2,0,0
3,6,118600,3,2,5,5,0,0,0,1,1,0,0
2,7,279272,2,0,10,3,4,1,0,0,2,0,0
2,7,181020,1,0,6,1,0,1,0,0,2,0,0
4,7,165998,2,1,7,2,0,1,0,0,1,0,0
1,7,218136,2,0,6,3,4,1,0,0,1,1,0
0,2,182200,1,0,7,1,0,0,0,0,1,0,0
3,7,39363,2,2,2,5,0,0,0,0,0,0,0
1,7,140001,3,0,4,3,0,1,0,0,1,0,0
1,7,193260,3,1,1,4,1,1,0,0,1,1,0
1,7,191243,2,0,2,1,0,1,0,0,1,0,0
2,4,207887,3,2,4,4,0,0,0,0,2,0,0
3,4,211450,1,0,8,1,0,1,0,0,1,0,0
0,7,184759,1,0,8,3,0,0,0,0,1,0,0
3,7,197836,1,1,3,2,0,1,0,0,2,0,0
5,7,232308,1,1,10,2,0,1,0,0,2,0,1
1,7,189888,2,0,5,3,0,1,0,0,2,0,0
2,7,301614,1,1,2,2,0,1,0,0,2,0,0
4,7,146674,0,1,6,2,4,1,0,0,1,0,0
1,7,225291,2,0,8,3,0,0,0,0,1,0,0
4,6,148509,3,1,5,2,1,1,0,0,1,1,0
4,7,136413,0,1,1,2,0,1,0,0,1,0,0
1,7,126060,1,0,4,3,0,0,0,0,1,0,0
3,7,73064,0,1,7,0,4,0,0,0,1,0,0
0,7,39026,1,0,2,3,0,1,0,0,1,0,0
1,3,33035,0,2,2,5,0,0,0,0,1,0,0
3,7,193494,0,1,8,2,0,1,0,0,1,0,0
5,6,147440,2,2,4,3,0,0,0,0,1,0,0
1,7,153131,2,0,5,1,0,1,0,0,1,0,0
1,7,64671,1,2,6,1,1,0,0,0,1,1,0
2,3,225399,1,0,7,1,0,1,1,0,1,0,1
0,7,174391,1,0,6,1,0,0,0,0,1,0,0
3,7,377757,0,1,3,2,0,1,0,0,3,0,0
1,6,364310,3,0,5,3,4,0,0,0,1,1,0
2,7,110643,3,1,5,2,0,1,0,0,1,0,1
0,7,70240,1,0,3,1,1,0,0,0,1,1,0
4,5,32694,4,1,5,2,0,1,0,0,2,0,1
3,7,95047,2,1,8,0,0,0,1,0,2,0,1
2,7,264936,1,2,8,4,0,0,0,0,1,0,0
1,7,367329,2,1,9,2,0,1,0,0,1,0,0
2,7,56026,1,1,9,2,0,1,0,0,2,0,1
1,7,186452,0,0,1,3,0,1,0,0,1,0,0
3,7,125417,2,1,4,0,4,0,0,0,1,0,1
2,3,242082,3,1,5,2,0,1,0,0,2,0,1
2,7,31023,1,1,1,2,0,1,0,0,2,0,0
2,7,397346,2,2,5,3,0,1,0,0,1,0,0
4,7,424079,4,1,4,2,0,1,1,0,2,0,1
2,3,108947,2,1,7,2,0,1,1,0,1,0,1
1,5,261979,1,0,5,3,0,1,0,0,1,0,0
4,7,55507,1,1,1,2,4,1,0,0,1,0,0
1,7,291407,0,0,5,1,4,1,0,0,1,0,0
0,7,353358,2,0,2,1,0,1,0,0,0,0,0
3,7,67339,0,1,6,2,0,1,1,0,1,0,1
2,7,235109,1,0,8,5,0,0,0,0,1,0,0
2,7,208180,3,0,3,3,0,0,0,0,1,0,0
5,5,423561,2,1,10,2,0,1,0,0,1,0,0
3,3,145290,1,1,4,2,0,1,0,1,2,0,1
1,7,403671,2,0,7,3,0,1,0,0,1,0,0
2,6,49325,0,1,2,2,0,1,0,0,1,0,0
1,7,370494,1,0,2,5,0,0,0,0,1,1,0
